EvaLee_direct,Zofia_direct,Yuri_direct,Other_direct,transcript_Eng,transcript_Chn
./audio_RA2/EvaLee/AlliedWar/RA2_cevau64.mp3,,,,"Commander, beware of Yuri's Psychic Tower. If units get too close to it, they become mindless slaves to Yuri. Destroying the tower or cutting its power will free up any controlled units.",指挥官，小心尤里的心灵控制塔。如果单位离它太近，他们就会成为尤里的无意识奴隶。摧毁塔或切断其电源将释放任何受控单位
./audio_RA2/EvaLee/AlliedWar/RA2_cevau65.mp3,,,,Destroy Yuri's Submarine pen to keep him from building his boomer subs. Yuri doesn't have any other way to effectively attack sea targets.,摧毁尤里的潜艇船坞，阻止他建造他的雷鸣潜艇。尤里没有任何其他方法可以有效地攻击海上目标
./audio_RA2/EvaLee/AlliedWar/RA2_cevau66.mp3,,,,Yuri's weak armor divisions are reinforced by his tank bunkers. Once inside a tank is protected from all damage.,尤里的坦克碉堡加强了尤里薄弱的装甲师。一旦进入，坦克就可以免受所有损坏
./audio_RA2/EvaLee/AlliedWar/RA2_cevau67.mp3,,,,This is Yuri's War Factory.,这是尤里的战争工厂
./audio_RA2/EvaLee/AlliedWar/RA2_cevau68.mp3,,,,Yuri has managed to develop the force shield defense system only days after we developed our own. It would seem that Yuri got a hold of one of our spies.,尤里在我们开发了自己的防御系统后几天就成功地开发了力场护盾防御系统。似乎尤里抓住了我们的一个间谍
./audio_RA2/EvaLee/AlliedWar/RA2_cevau69.mp3,,,,"Yuri's Genetic Mutator can turn anyone at targets into a mutated Brute. Get your men out of your base before this goes off, or you'll have an army of brutes inside your walls.",尤里的基因突变器可以将目标中的任何人变成变异的狂兽人。在这件事发生之前让你的人离开你的基地，否则你的墙内会有一群狂兽人大军
./audio_RA2/EvaLee/AlliedWar/RA2_cevau70.mp3,,,,"If we don't put an end to Yuri's Psychic Dominator, it will put an end to all mankind. It can enslave any of your troops or vehicles and turn them against you. Don't let Yuri turn our troops against us, sir.",如果我们不终结尤里的心灵控制器，它将终结全人类。它可以奴役你的任何部队或车辆，并让他们反抗你。不要让尤里让我们的部队反抗我们，长官
./audio_RA2/EvaLee/AlliedWar/RA2_cevau71.mp3,,,,"Sir, our new Battle Fortress crushes enemy armor that crosses its path while it carries our soldiers to battle, plus everyone inside can fire from its many gunports.",长官，我们的新战斗要塞可以在载着我们的士兵上战场时粉碎穿过其路径的敌人装甲，而且里面的每个人都可以从它的许多炮口开火
./audio_RA2/EvaLee/AlliedWar/RA2_cevau72.mp3,,,,The Korean Black Eagle Squadron will provide air support in our fight against Yuri. Theirs are the most lethal planes in the air.,韩国黑鹰中队将在我们与尤里的战斗中提供空中支援。他们的飞机是空中最致命的飞机
./audio_RA2/EvaLee/AlliedWar/RA2_cevau73.mp3,,,,The Force Shield defense system was designed to protect our bases against Soviet nuclear assault. Hopefully it will defend against Yuri's weapons also.,力场护盾防御系统旨在保护我们的基地免受苏联核攻击。希望它也能抵御尤里的武器
./audio_RA2/EvaLee/AlliedWar/RA2_cevau74.mp3,,,,The French Grand Cannon is a devastating base defense turret. It’s effective against even large-scale assaults.,法国巨炮是一个毁灭性的基地防御炮塔。即使是大规模的攻击也能有效
./audio_RA2/EvaLee/AlliedWar/RA2_cevau75.mp3,,,,"Commander, these are Guardian GIs. They're armed with both machine guns and anti-tank rockets. When deployed, they are able to reduce a tank into scrap metal in seconds.",指挥官，这是重装大兵。他们装备有机枪和反坦克火箭。部署后，他们能够在几秒钟内将坦克变成废金属
./audio_RA2/EvaLee/AlliedWar/RA2_cevau76.mp3,,,,"GI Paratroopers can drop into any location, use them to scout an area or attack an exposed enemy flank.",大兵伞兵可以降落到任何位置，用它们侦察一个区域或攻击暴露的敌方侧翼
./audio_RA2/EvaLee/AlliedWar/RA2_cevau77.mp3,,,,"Sir, this is the Robot Control Center. With it you can command our new Robot Tanks, a fast attack anti-armor robot.",长官，这里是机器人控制中心。有了它，您可以指挥我们的新型机器人坦克，这是一种快速攻击的反装甲机器人
./audio_RA2/EvaLee/AlliedWar/RA2_cevau78.mp3,,,,"This is our new robot tank. Since it has no driver, it can't be mind-controlled by Yuri. Its only weakness is that it’s linked to the Robot Control Center. If the center goes down, all robot tanks are inoperable.",这是我们的新机器人坦克。既然没有司机，就不能被尤里用意念控制。它唯一的弱点是它与机器人控制中心相连。如果中心发生故障，所有机器人坦克都无法操作。
./audio_RA2/EvaLee/AlliedWar/RA2_cevau79.mp3,,,,The British Sniper core has joined our fight. Use them to take out Yuri's mind control units from long range.,英国狙击手核心加入了我们的战斗。用它们远距离消灭尤里的心灵控制单位
./audio_RA2/EvaLee/AlliedWar/RA2_cevau80.mp3,,,,"The German Tank Destroyer was designed to punch through vehicle armor. It's effective against enemy tanks, but it does very little damage to buildings.",德国坦克杀手旨在穿透车辆装甲。它对敌方坦克有效，但对建筑物的伤害很小
./audio_RA2/EvaLee/AlliedWar/RA2_cevau81.mp3,,,,"The Soviet Conscript has never been a matched for our own GIs, but a squad of them in a battle bunker can hold a position against three times their number.",苏联动员兵从来没法与我们自己的大兵相匹敌，但一班动员兵在战斗碉堡中可以抵御三倍于他们人数的敌军
./audio_RA2/EvaLee/AlliedWar/RA2_cevau82.mp3,,,,The Soviet super commando Boris especially trained and heavily armed. He also seems to have special authority to order an air strike at his own discretion.,苏联超级突击手鲍里斯特别训练有素，全副武装。他似乎也有特殊的权力，可以自行决定进行空袭
./audio_RA2/EvaLee/AlliedWar/RA2_cevau83.mp3,,,,The Soviet main army has incorporated Libyan Demolition Trucks into its fighting force. I don't know how you get someone to agree to drive a truck with a nuke in the back.,苏联主力军已将利比亚自爆卡车纳入其战斗力量。我不知道得如何让别人同意驾驶一辆后部装有核弹的卡车
./audio_RA2/EvaLee/AlliedWar/RA2_cevau85.mp3,,,,"We don't know how the Soviets got hold of our force shield technology, but they have it now. So, prepare for it when using the weather control device.",我们不知道苏联人是如何掌握我们的力场护盾技术的，但他们现在有了。因此，在使用天气控制机时要做好准备
./audio_RA2/EvaLee/AlliedWar/RA2_cevau86.mp3,,,,"The Soviet Industrial plant increases their productivity, and as a result, increases the number of enemies you'll face on the field. Destroy it whenever possible.",苏联工业工厂提高了他们的生产力，从而增加了你在战场上将面临的敌人数量。尽可能销毁它
./audio_RA2/EvaLee/AlliedWar/RA2_cevau87.mp3,,,,"The Soviets mocked our Rocketeers, but they seem to be using the same design in Cosmonaut training, they've replaced the Rocketeer's light machine gun with a laser rifle.",苏联人嘲笑我们的火箭飞行兵，但他们似乎在登月火箭员训练中使用了相同的设计，他们用激光步枪代替了火箭飞行兵的轻机枪
./audio_RA2/EvaLee/AlliedWar/RA2_cevau88.mp3,,,,"The Siege Chopper has limited weapons while in the air, that if it lands, it can deploy a large cannon and become a powerful turret. The combination of fire power and mobility gives it a distinct tactical advantage.",攻城直升机在空中的武器有限，如果它降落，它可以部署一门大炮并变成一个强大的炮塔。火力和机动性的结合使其具有明显的战术优势
./audio_RA2/EvaLee/AlliedWar/RA2_cevau89.mp3,,,,"With the loss of Yuri and a psychic device, the Soviets have had to resort to conventional recon methods like the spy plane. Keep your eyes open and anti-air defenses ready.",由于失去了尤里和一种心灵装置，苏联人不得不求助于传统的侦察方法，比如侦察机。睁大眼睛，准备好防空系统。
./audio_RA2/EvaLee/AlliedWar/RA2_cevau90.mp3,,,,"The Cuban Terrorist destroys buildings or any smaller target by voluntarily detonating explosives Strapped to his back. When possible, neutralize him from long range to avoid collateral damage.",古巴恐怖份子通过自愿引爆绑在他背上的炸药来摧毁建筑物或任何较小的目标。如果可能的话，从远距离中和他以避免附带伤害
./audio_RA2/EvaLee/AlliedWar/RA2_cevau91.mp3,,,,The Russian Tesla Tank can shoot bolts of electricity with devastating effect. Be sure to attack them in superior numbers.,俄罗斯磁能坦克可以发射具有毁灭性影响的电击。一定要以更多的数量攻击他们
./audio_RA2/EvaLee/AlliedWar/RA2_cevau92.mp3,,,,"Hospitals provide medical treatment for soldiers in the field. As long as we have one under our control, the supplies can get to the men and keep them patched up.",医院为战场上的士兵提供医疗服务。只要有一个在我们的控制之下，补给就可以送达士兵并治疗他们
./audio_RA2/EvaLee/AlliedWar/RA2_cevau93.mp3,,,,A Machine Shop is an invaluable source of repair parts for our vehicles in the field. Constant repairs to all vehicles are possible as long as we can keep a shop running.,机械车间是我们战场上车辆维修零件的宝贵来源。只要我们可以保持商店运转，就可以对所有车辆进行持续维修
./audio_RA2/EvaLee/AlliedWar/RA2_cevau94.mp3,,,,"In the chaos of war, Secret Labs have been discovered in the battlefield. Capture them with an engineer to gain their technologies.",在战争的混乱中，秘密实验室在战场上被发现。用工程师占领他们以获得他们的技术
,,,./audio_RA2/Others/AlliedWar/RA2_a01_p01.mp3,"The Golden Gate Bridge entrance was destroyed by the Soviets during the war. Protect the time machine until you can capture enough power plants to bring it online. Be careful, Commander, Yuri's initiates are coming the city. They want those power plants too.",金门大桥入口在战争中被苏联摧毁。保护时间机器，直到您可以占领足够的发电厂以使其恢复供电。小心，指挥官，尤里的新兵们正在前往这个城市，他们也想要那些发电厂
,,,./audio_RA2/Others/AlliedWar/RA2_a02_p01.mp3,You should establish your own base before attempting to locate Yuri's forces.,在尝试定位尤里的部队之前，你应该建立自己的基地
,,,./audio_RA2/Others/AlliedWar/RA2_a03_p01.mp3,"Taking out those nukes is priority one! We have our own superweapon: one of Einstein's weather control machines. Use it on that base, pronto!",除掉那些核武器是第一要务！我们有自己的超级武器：爱因斯坦的天气控制机便是其中之一。对着那个设施使用它，火速！
,,,./audio_RA2/Others/AlliedWar/RA2_a04_p01.mp3,You'll have to construct your own base. Special Agent Tanya will be available to assist you with the Professor's rescue. He's being held at a secret base near the large pyramid. There are oil fields to the east. Our new Tank Destroyers can easily cut through Yuri's forces here. Good luck.,你必须建立自己的基地。特工谭雅将协助您解救教授。他被关押在大金字塔附近的一个秘密基地。东边有油田。我们的新型坦克杀手可以在这里轻松地击穿尤里的部队。祝你好运
,,,./audio_RA2/Others/AlliedWar/RA2_a05_p01.mp3,"We'll launch our offensive near the Opera House. Yuri's lab is here, intel also reports that he has a submarine fleet somewhere in the region.",我们将在歌剧院附近发动进攻。尤里的实验室就在这里，情报还说他在该地区的某个地方拥有一支潜艇舰队
,,,./audio_RA2/Others/AlliedWar/RA2_a05_p02.mp3,"This horribly disfigured soldier is called a Brute, they're powerful enough to topple over a full-size tank. Watch out for them, Commander.",这种可怕的毁容士兵被称为狂兽人，他们的力量足以把一个正常大小的坦克掀翻。小心他们，指挥官
,,,./audio_RA2/Others/AlliedWar/RA2_a06_p01.mp3,"We'll setup our defenses by the Parliament building. My money says Yuri will launch an offensive from the east, he might even sneak down the Thames River. We've got to build us an impenetrable air and sea defense. The leaders are already arriving, if they get killed or mind-controlled, everything we've done up 'till now won't mean diddly! Comprehending?",我们将在议会大楼旁设置防御。我的钱说尤里会从东方发动进攻，他甚至可能会偷偷潜入泰晤士河。我们必须建立我们坚不可摧的空中和海上防御。首领们已经到了，如果他们被杀或被精神控制，我们到现在为止所做的一切都徒劳了！懂了吗？
,,,./audio_RA2/Others/AlliedWar/RA2_a06_p04.mp3,"We've tracked down the location of Yuri's London base. Soviet forces will be joining us anytime now, use 'em! Burn that base to the ground and scatter the ashes!",我们已经找到了尤里伦敦基地的位置。苏联军队将随时加入我们，利用他们！把那个基地烧成灰烬！
,,,./audio_RA2/Others/AlliedWar/RA2_a07_p01.mp3,"You'll have to repair this abandoned Soviet base. The cliffs surrounding the Antarctic shoreline make a naval assault impossible. Once you get radar up and running, we'll chrono in an MCV. Yuri's transmissions are coming in from the east. We're rooting for you, Commander. The whole world is watching and waiting.",你必须修复这个废弃的苏联基地。南极海岸线周围的悬崖使海军进攻成为不可能。一旦您启动并运行雷达，我们将会超时空传送过来一辆基地车。尤里的信号是从东方传来的。我们支持你，指挥官。全世界都在观望和等待
./audio_RA2/EvaLee/AlliedWar/RA2_xa1ev01.mp3,,,,We've established the base just south of the Golden Gate. The entrance was destroyed by the Soviets at the beginning of the war.,我们在金门大桥以南建立了基地。入口在战争开始时被苏军摧毁
./audio_RA2/EvaLee/AlliedWar/RA2_xa1ev02.mp3,,,,This is Professor Einstein’s Time Machine. You must defend it until you control enough power to bring it online.,这就是爱因斯坦教授的时光机。你必须保卫它，直到你控制足够的电力使它上线
./audio_RA2/EvaLee/AlliedWar/RA2_xa1ev03.mp3,,,,"Be careful, Commander. Yuri has his Initiates and Lasher Tanks controlling the area around the city’s power facilities.",要小心，指挥官。尤里正让他的新兵和狂风坦克控制城市电力设施周围的区域
./audio_RA2/EvaLee/AlliedWar/RA2_xa1ev04.mp3,,,,"Good job, Commander. Just a few more power plants and we should be able to power up the time machine.",干得好，指挥官。只要再有几个发电厂，我们就可以给时光机供电了
./audio_RA2/EvaLee/AlliedWar/RA2_xa1ev05.mp3,,,,"Commander, one of our power plants has come under attack. If we lose too many there won't be enough left in the city to charge up the time machine.",指挥官，我们的一个发电厂受到了攻击。如果我们损失太多，城市里就没有足够的东西给时光机供电了
./audio_RA2/EvaLee/AlliedWar/RA2_xa1ev06.mp3,,,,"Commander, the time machine is under attack. You must protect it until we have enough power to activate the device.",指挥官，时光机受到了攻击。你必须保护它，直到我们有足够的电力来激活这个装置
./audio_RA2/EvaLee/AlliedWar/RA2_xa1ev07.mp3,,,,"Sir, those Soviet Dreadnoughts are pummelling the city. Use Tanya and our Grand Cannons on the Soviet fleet to protect the city.",长官，那些苏联无畏舰正在猛烈攻击城市。用谭雅和我们的大炮对付苏联舰队，保护城市
,,,./audio_RA2/Others/AlliedWar/RA2_xa1ta01.mp3,One short swim to Alcatraz and I'll blow that psychic contraption sky high!,只要游到恶魔岛，我就会把那个通灵装置炸上天！
,,,./audio_RA2/Others/AlliedWar/RA2_xa1ta02.mp3,"This time, Yuri's going down!",这一次，尤里要完蛋了！
,,,./audio_RA2/Others/AlliedWar/RA2_xa2ar01.mp3,"Yuri sent these puny weaklings to feed me to his Grinder and give his men massacres. Harness my rage, Commander, and show Yuri's girly men what it means to be powerful!",尤里派这些微不足道的偻偻们，想把我送进他的研磨机并让他的军队屠杀。趁我的怒火还没消，指挥官，让尤里的娘娘腔们看看什么才是真正的力量！
./audio_RA2/EvaLee/AlliedWar/RA2_xa2ev01.mp3,,,,"Sir, if you can secure the area around LAX and then get an engineer inside, we will have access to paratrooper reinforcements.",长官，如果你能保证洛杉矶机场周围的安全，然后让工程师进去，我们就能获得伞兵的增援
./audio_RA2/EvaLee/AlliedWar/RA2_xa2ev02.mp3,,,,"Commander, Yuri has set up Grinders and POW camps through out the city. Free the civilians and destroy every Grinder.",指挥官，尤里在全市范围内设立了研磨机和战俘营。释放平民并摧毁每一个研磨机
./audio_RA2/EvaLee/AlliedWar/RA2_xa2ev03.mp3,,,,"Commander, there are more action heroes held captive in the city. All of them apparently do their own stunts. You might as well put them to work.",指挥官，有更多的动作演员被囚禁在城市里。他们显然都有自己的特技。你不妨让他们去工作
./audio_RA2/EvaLee/AlliedWar/RA2_xa2ev04.mp3,,,,"It looks like Yuri's got the studio to film another dinosaur movie. Yuri's not very creative, is he?",看起来尤里正在让工作室拍摄另一部恐龙电影。尤里可真是没活了，不是吗？
./audio_RA2/EvaLee/AlliedWar/RA2_xa2ev05.mp3,,,,"You've found a movie action hero, Commander. I Love his westerns, do you think you can get his autograph for me when you get the chance?",你发现了一名动作电影演员，指挥官。我喜欢他的西部片，你认为当你有机会时，你能为我得到他的签名吗？
./audio_RA2/EvaLee/AlliedWar/RA2_xa2ev06.mp3,,,,"Nice going, Commander! Yuri won't be using civilians to fund his war machine any longer. Maybe they'll make a movie about you after all this is over.",干得好，指挥官！尤里不会再利用平民来资助他的战争机器了。也许在这一切结束后，他们会拍一部关于你的电影
,,,./audio_RA2/Others/AlliedWar/RA2_xa2gg01.mp3,"Thanks for rescuing us, sir. Let's put the rest Yuri's Grinders out of the business!",谢谢你救了我们，长官。让我们把剩下的尤里的研磨机赶出去！
,,,./audio_RA2/Others/AlliedWar/RA2_xa2sl01.mp3,"Yo! Thanks for getting me out, Commander.",哟！谢谢你把我救出来，指挥官
,,./audio_RA2/Yuri/AlliedWar/RA2_xa2yu01.mp3,,Aren't you overreacting?,你是不是反应过激了？
,,,./audio_RA2/Others/AlliedWar/RA2_xa2ca01.mp3,Yuri’s got an operational Nuclear Silo in the area. Taking out that nuke should be priority one. Now we have our own operational super weapon in the area.,尤里在该地区有一个正在运行的核弹发射井。取出那个核弹应该是第一要务。现在我们在这一地区有了我们自己的超级武器
,,,./audio_RA2/Others/AlliedWar/RA2_xa2ca02.mp3,"One of Professor Einstein’s Weather Control Machines. Use it on Yuri’s base, pronto! Take out his War Factory and Barracks if you can. That should even the odds for us.",赶快用爱因斯坦教授的天气控制机之一来对付尤里的基地！如果可以的话，把他的战争工厂和兵营都干掉。这对我们来说应该是最有利的
./audio_RA2/EvaLee/AlliedWar/RA2_xa3ev01.mp3,,,,"Be careful when you approach the Massivesoft Campus, sir. Yuri has guard units surrounding the main building. We can't afford to be caught by surprise.",先生，当你接近巨软园区时要小心。尤里在主楼周围安排了警卫部队。我们不能被打草惊蛇
./audio_RA2/EvaLee/AlliedWar/RA2_xa3ev02.mp3,,,,"This is the Space Needle, Commander. Garrisoning some GIs here will give us an excellent view of the city and will allow us to better see what Yuri's forces are doing.",这里是太空针塔，指挥官。在这里驻扎一些美国大兵会给我们一个很好的城市视野，并能让我们更好地看到尤里的部队在做什么
./audio_RA2/EvaLee/AlliedWar/RA2_xa3ev03.mp3,,,,"Sir, we need more power to bring the Weather Control Device back online.",长官，我们需要更多的电力来使天气控制装置重新启动
./audio_RA2/EvaLee/AlliedWar/RA2_xa3ev04.mp3,,,,"Congratulations Commander, we're bringing in snipers to help you hold the plant. Yuri's certain to try and make a grab for it.",祝贺你，指挥官，我们会带着狙击手来帮助你守住工厂。尤里肯定会试图抢夺它
./audio_RA2/EvaLee/AlliedWar/RA2_xa3ev05.mp3,,,,"Excellent work Commander, our Weather Controller is back online. Be careful, I'm sure Yuri will be trying to knock our power back down.",干得好，指挥官，我们的天气控制器重新上线了。小心点，我敢肯定尤里会试图把我们的电力拉下来
./audio_RA2/EvaLee/AlliedWar/RA2_xa3ev06.mp3,,,,"Yuri is taking the city apart piece by piece, Commander. You've got to take out the nuclear silo.",指挥官，尤里正在一块一块占领这个城市。你得把核弹发射井拔掉
,,./audio_RA2/Yuri/AlliedWar/RA2_xa3yu01.mp3,,Why did you insist on interfering?,你为什么坚持要插手？
,,,./audio_RA2/Others/AlliedWar/RA2_xa4ei01.mp3,Isn't anyone coming to save me?,没有人来救我吗？
,,,./audio_RA2/Others/AlliedWar/RA2_xa4ei02.mp3,Finally. It's about time!,终于来了。是时候了！
./audio_RA2/EvaLee/AlliedWar/RA2_xa4ev01.mp3,,,,"Sir, the oil field is ours. Use engineers to take over the oil derricks.",长官，我们要得到这批油田。用工程师来占领油井
./audio_RA2/EvaLee/AlliedWar/RA2_xa4ev02.mp3,,,,"Commander, apparently the base guarding the Psychic Dominator is only a secondary installation. Yuri has another massive base to the east. You need to level it.",指挥官，显然这座基地所守卫的心灵控制仪只是一个辅助设施。尤里在东边还有一个巨大的基地。你需要铲平它
./audio_RA2/EvaLee/AlliedWar/RA2_xa4ev03.mp3,,,,"Once the Psychic Dominator is activated, you will have control over a target group of Yuri's troops. I've displayed the time remaining before the device self-destructs. It's not much so make your move quickly, Commander.",一旦心灵控制仪被激活，你就可以控制尤里的一个目标部队群。我已经显示了装置自毁前的剩余时间。时间不多，所以赶快行动吧，指挥官
./audio_RA2/EvaLee/AlliedWar/RA2_xa4ev04.mp3,,,,"Well done sir, you've rescued Einstein. Transportation is on route to take him to safety.",干得漂亮，指挥官，你已经救出了爱因斯坦。交通工具（夜鹰直升机）正在运送他到安全的地方
./audio_RA2/EvaLee/AlliedWar/RA2_xa4ev05.mp3,,,,"Sir, we're very low on funds. There are oil fields to the east that will help us increase our cash reserves.",长官，我们的资金非常少。东边有油田，可以帮助我们增加现金储备
./audio_RA2/EvaLee/AlliedWar/RA2_xa4ev06.mp3,,,,"Sir, it's imperative that we rescue Doctor Einstein as soon as possible. He's being held at a secret base near the giant pyramid.",指挥官，我们必须尽快救出爱因斯坦博士。他被关押在巨型金字塔附近的一个秘密基地
,,,./audio_RA2/Others/AlliedWar/RA2_xa4ta01.mp3,"You know, it might be easier to sneak me across the river than to get an entire army over the bridge.",你知道，把我偷偷带过河可能比让整个军队过桥更容易
,,,./audio_RA2/Others/AlliedWar/RA2_xa4ta02.mp3,No problem! I'm trained to resist mind control.,没问题! 我受过训练，可以抵抗精神控制
,,./audio_RA2/Yuri/AlliedWar/RA2_xa4yu01.mp3,,"I see, your little scientist has escaped...",我明白了，你的小科学家已经逃脱了...
./audio_RA2/EvaLee/AlliedWar/RA2_xa5ev01.mp3,,,,"Good news, Commander. Our Korean allies are grateful to us for freeing the Pacific of Yuri's Boomer fleet. They've assigned a squadron of their elite Black Eagles to assist us on this op.",好消息，指挥官。我们的韩国盟友非常感谢我们从尤里的雷鸣舰队中解救了太平洋。他们已经指派了一个中队的精锐黑鹰战机来协助我们的行动
./audio_RA2/EvaLee/AlliedWar/RA2_xa5ev02.mp3,,,,"This horribly disfigured soldier is called a Brute, they're powerful enough to crush a full-size tank. Watch for them, Commander.",这个可怕的丑陋的兵种被称为狂兽人，他们的力量足以粉碎一辆全尺寸的坦克。当心他们，指挥官
./audio_RA2/EvaLee/AlliedWar/RA2_xa5ev03.mp3,,,,"Commander, Yuri has began to garrison his troops in the buildings of Sydney. I suggest you do the same. You must strengthen your position before Yuri’s clone hordes capture them all.",指挥官，尤里已经开始在悉尼的建筑物中驻扎他的部队。我建议你也这样做。你必须在尤里的克隆人大军占领他们之前驻扎建筑
./audio_RA2/EvaLee/AlliedWar/RA2_xa5ev04.mp3,,,,"Commander, Yuri is using the airport south of his base to bring in reinforcements. Capture it sir, so we can turn the tables on him.",指挥官，尤里正在利用他的基地南边的机场引进增援部队。占领它，长官，这样我们就可以对他进行反击
./audio_RA2/EvaLee/AlliedWar/RA2_xa5ev05.mp3,,,,"Sir, I’m getting chaotic readings from locations in Sydney. Yuri must have deployed his Chaos Drones. If our forces get too close to those drones, they’ll go berserk. Be careful, Commander.",长官，我从悉尼的一些地方得到了混乱的读数。尤里肯定已经部署了他的神经突击车。如果我们的部队离那些突击车太近，他们会发狂的。小心点，指挥官
,,,./audio_RA2/Others/AlliedWar/RA2_xa6ca01.mp3,Yuri is attacking the Parliament! Build up the defenses.,尤里正在攻击议会！兴建防卫工事
